component	file	line	marker	text
patient	patient-app/app/nutrition/body-target.tsx	16	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/nutrition/body-target.tsx	34	contract	 apiFetch('/nutrition/profile')
patient	patient-app/app/nutrition/body-target.tsx	47	contract	 await apiFetch('/nutrition/profile', {
patient	patient-app/app/nutrition/body-target.tsx	70	contract	 <IconButton icon="back" onPress={() => router.back()} />
patient	patient-app/app/nutrition/body-target.tsx	109	contract	 <Button label={saving ? 'جاري الحفظ...' : 'حفظ بياناتي'} variant="gradient" size="lg" icon="success" onPress={handleSave} />
patient	patient-app/app/nutrition/body-target.tsx	110	contract	 <Button label="إنشاء خطة غذائية" variant="outline" icon="robot" onPress={() => router.push('/nutrition/ai-plan-builder')} />
patient	patient-app/app/nutrition/body-target.tsx	111	contract	 <Button label="عرض هيكل الجسم" variant="outline" icon="user" onPress={() => router.push('/nutrition/body-composition')} />
patient	patient-app/app/nutrition/calorie-analyzer.tsx	25	contract	import { apiFetch } from "../../src/utils/api";
patient	patient-app/app/nutrition/calorie-analyzer.tsx	38	contract	 const res = await apiFetch<any>("/ai/analyze-meal", {
patient	patient-app/app/nutrition/calorie-analyzer.tsx	61	contract	 await apiFetch("/nutrition/meals", {
patient	patient-app/app/nutrition/calorie-analyzer.tsx	73	contract	 router.push("/nutrition/daily-tracker");
patient	patient-app/app/nutrition/calorie-analyzer.tsx	96	contract	 <IconButton icon="back" onPress={() => router.back()} />
patient	patient-app/app/nutrition/calorie-analyzer.tsx	117	contract	 <Button
patient	patient-app/app/nutrition/calorie-analyzer.tsx	122	contract	 onPress={analyzeByText}
patient	patient-app/app/nutrition/calorie-analyzer.tsx	126	contract	 <Button
patient	patient-app/app/nutrition/calorie-analyzer.tsx	130	contract	 onPress={analyzeByPhoto}
patient	patient-app/app/nutrition/calorie-analyzer.tsx	224	contract	 <Button
patient	patient-app/app/nutrition/calorie-analyzer.tsx	228	contract	 onPress={addToLog}
patient	patient-app/app/nutrition/daily-tracker.tsx	18	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/nutrition/daily-tracker.tsx	40	contract	 const data = await apiFetch<DailySummary>(`/nutrition/daily-summary?date=${today}`);
patient	patient-app/app/nutrition/daily-tracker.tsx	57	contract	 await apiFetch('/nutrition/water', { method: 'POST', body: JSON.stringify({ amount_ml }) });
patient	patient-app/app/nutrition/daily-tracker.tsx	78	contract	 <IconButton icon="back" onPress={() => router.back()} />
patient	patient-app/app/nutrition/daily-tracker.tsx	108	contract	 onPress={() => !meal ? router.push({ pathname: '/nutrition/log-meal', params: { meal_type: type } } as any) : 'transparent'}
patient	patient-app/app/nutrition/daily-tracker.tsx	134	contract	 <TouchableOpacity key={i} onPress={() => addWater(250)}>
patient	patient-app/app/nutrition/daily-tracker.tsx	146	contract	 <TouchableOpacity key={s.ml} onPress={() => addWater(s.ml)}
patient	patient-app/app/nutrition/daily-tracker.tsx	155	contract	 <Card onPress={() => router.push('/nutrition/exercise-plan')} style={{ flexDirection: 'row-reverse', alignItems: 'center', gap: 12 }}>
patient	patient-app/app/nutrition/daily-tracker.tsx	168	contract	 <Button label="تحليل وجبة بالـ AI" variant="outline" icon="robot" onPress={() => router.push('/nutrition/calorie-analyzer')} />
patient	patient-app/app/nutrition/exercise-plan.tsx	20	contract	 <IconButton icon="back" onPress={() => router.back()} />
patient	patient-app/app/nutrition/exercise-plan.tsx	30	contract	 <Button label="العودة" variant="outline" onPress={() => router.back()} style={styles.cta} />
patient	patient-app/app/nutrition/food-scanner.tsx	11	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/nutrition/food-scanner.tsx	41	contract	 const res = await apiFetch<any>('/ai/analyze-meal', {
patient	patient-app/app/nutrition/food-scanner.tsx	70	contract	 await apiFetch('/nutrition/meals', {
patient	patient-app/app/nutrition/food-scanner.tsx	82	contract	 router.push('/nutrition/daily-tracker');
patient	patient-app/app/nutrition/food-scanner.tsx	84	contract	 router.push('/nutrition/daily-tracker');
patient	patient-app/app/nutrition/food-scanner.tsx	106	contract	 <TouchableOpacity onPress={() => setStep('camera')}>
patient	patient-app/app/nutrition/food-scanner.tsx	140	contract	 <TouchableOpacity onPress={addScannedMeal} disabled={adding}
patient	patient-app/app/nutrition/food-scanner.tsx	145	contract	 <TouchableOpacity onPress={() => setQty(q => Math.max(1, q - 1))} style={[styles.qtyBtn, { backgroundColor: colors.border } ]}>
patient	patient-app/app/nutrition/food-scanner.tsx	149	contract	 <TouchableOpacity onPress={() => setQty(q => q + 1)} style={[styles.qtyBtn, { backgroundColor: '#5BA84F20' } ]}>
patient	patient-app/app/nutrition/food-scanner.tsx	165	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/nutrition/food-scanner.tsx	177	contract	 <TouchableOpacity onPress={handleScan} style={styles.captureBtn}>
patient	patient-app/app/nutrition/hub.tsx	126	contract	 onPress={() => router.back()}
patient	patient-app/app/nutrition/hub.tsx	137	contract	 onPress={() => router.push(f.route as any)}
patient	patient-app/app/nutrition/log-meal.tsx	18	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/nutrition/log-meal.tsx	41	contract	 apiFetch('/nutrition/foods')
patient	patient-app/app/nutrition/log-meal.tsx	59	contract	 await apiFetch('/nutrition/meals', {
patient	patient-app/app/nutrition/log-meal.tsx	70	contract	 router.replace('/nutrition/daily-tracker');
patient	patient-app/app/nutrition/log-meal.tsx	84	contract	 <TouchableOpacity onPress={() => router.back()}>
patient	patient-app/app/nutrition/log-meal.tsx	95	contract	 <TouchableOpacity key={m.id} onPress={() => setMealType(m.id)}
patient	patient-app/app/nutrition/log-meal.tsx	116	contract	 <TouchableOpacity onPress={() => removeFood(i)} style={[styles.removeBtn, { backgroundColor: '#FEE2E2' } ]}>
patient	patient-app/app/nutrition/log-meal.tsx	134	contract	 <TouchableOpacity onPress={() => router.push('/nutrition/food-scanner')}
patient	patient-app/app/nutrition/log-meal.tsx	149	contract	 <TouchableOpacity key={i} onPress={() => addFood(food)}
patient	patient-app/app/nutrition/log-meal.tsx	151	contract	 <TouchableOpacity onPress={() => addFood(food)}
patient	patient-app/app/nutrition/log-meal.tsx	166	contract	 <TouchableOpacity onPress={handleSave} disabled={addedFoods.length === 0 || isSaving}
patient	patient-app/app/nutrition/water-tracker.tsx	18	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/nutrition/water-tracker.tsx	42	contract	 const res = await apiFetch<WaterData>(`/nutrition/water?date=${today}`);
patient	patient-app/app/nutrition/water-tracker.tsx	57	contract	 await apiFetch('/nutrition/water', { method: 'POST', body: JSON.stringify({ amount_ml: size.ml }) });
patient	patient-app/app/nutrition/water-tracker.tsx	81	contract	 <TouchableOpacity onPress={() => router.back()} style={styles.hBtn}>
patient	patient-app/app/nutrition/water-tracker.tsx	116	contract	 <TouchableOpacity key={i} onPress={() => addWater(size)} disabled={saving}
patient	patient-app/app/offers/[id].tsx	20	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/offers/[id].tsx	35	contract	 apiFetch<any>(`/offers/${offerId}`)
patient	patient-app/app/offers/[id].tsx	68	contract	 router.push({
patient	patient-app/app/offers/[id].tsx	96	contract	 <TouchableOpacity onPress={() => router.back()} style={{ marginTop: 16 }}>
patient	patient-app/app/offers/[id].tsx	116	contract	 <IconButton icon="share" bg="rgba(255,255,255,0.25)" color="#fff" onPress={handleShare} />
patient	patient-app/app/offers/[id].tsx	117	contract	 <IconButton icon="back" bg="rgba(255,255,255,0.25)" color="#fff" onPress={() => router.back()} />
patient	patient-app/app/offers/[id].tsx	166	contract	 onPress={() => toggleCheck(index)}
patient	patient-app/app/offers/[id].tsx	200	contract	 <Button label="احجز العرض الآن" variant="gradient" size="lg" icon="calendarCheck" onPress={handleBook} />
patient	patient-app/app/payments/failed.tsx	60	contract	 onPress={() => router.back()}
patient	patient-app/app/payments/failed.tsx	77	contract	 onPress={() => router.push("/wallet/hub")}
patient	patient-app/app/payments/failed.tsx	82	contract	 <TouchableOpacity onPress={() => router.replace("/(tabs)")}>
patient	patient-app/app/payments/failure.tsx	62	contract	 <Button
patient	patient-app/app/payments/failure.tsx	66	contract	 onPress={() => router.back()}
patient	patient-app/app/payments/failure.tsx	68	contract	 <Button
patient	patient-app/app/payments/failure.tsx	72	contract	 onPress={() => router.back()}
patient	patient-app/app/payments/failure.tsx	74	contract	 <Button
patient	patient-app/app/payments/failure.tsx	78	contract	 onPress={() => router.replace("/(tabs)")}
patient	patient-app/app/payments/processing.tsx	11	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/payments/processing.tsx	144	contract	 const res = await apiFetch<{
patient	patient-app/app/payments/processing.tsx	155	contract	 router.replace({
patient	patient-app/app/payments/processing.tsx	169	contract	 router.replace({
patient	patient-app/app/payments/processing.tsx	376	contract	 <Button
patient	patient-app/app/payments/processing.tsx	379	contract	 onPress={handleManualCheck}
patient	patient-app/app/payments/processing.tsx	383	contract	 <Button
patient	patient-app/app/payments/processing.tsx	385	contract	 onPress={() =>
patient	patient-app/app/payments/processing.tsx	386	contract	 router.replace({
patient	patient-app/app/payments/success.tsx	66	contract	 <TouchableOpacity onPress={() => {
patient	patient-app/app/payments/success.tsx	68	contract	 if (vt === 'clinic') router.push('/consultations/clinic-location');
patient	patient-app/app/payments/success.tsx	69	contract	 else if (vt === 'home') router.push('/consultations/home-visit-tracking');
patient	patient-app/app/payments/success.tsx	70	contract	 else router.push({ pathname: '/consultations/booking-success', params: { visitType: vt } });
patient	patient-app/app/payments/success.tsx	78	contract	 <TouchableOpacity onPress={() => router.replace('/(tabs)')} style={{ borderRadius: 16, overflow: 'hidden' }}>
patient	patient-app/app/pharmacy/barcode-scanner.tsx	10	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/pharmacy/barcode-scanner.tsx	25	contract	 const medicine = await apiFetch(`/patient/pharmacy/medicines/barcode/${encodeURIComponent(data)}`);
patient	patient-app/app/pharmacy/barcode-scanner.tsx	35	contract	 router.push({ pathname: '/pharmacy/product-detail', params: { id: result.barcode, name: result.name } });
patient	patient-app/app/pharmacy/barcode-scanner.tsx	46	contract	 <IconButton icon="back" bg="rgba(255,255,255,0.18)" color="#fff" onPress={() => router.back()} />
patient	patient-app/app/pharmacy/barcode-scanner.tsx	54	contract	 <Button label="السماح بالكاميرا" variant="outline" icon="photo_camera" onPress={requestPermission} style={{ marginTop: 20, borderColor: 'rgba(255,255,255,0.4)' }}/>
patient	patient-app/app/pharmacy/barcode-scanner.tsx	68	contract	 <TouchableOpacity onPress={() => router.push('/pharmacy/drug-not-found')} style={{ marginTop: 16 }}>
patient	patient-app/app/pharmacy/barcode-scanner.tsx	101	contract	 <Button label="عرض التفاصيل وإضافة للسلة" variant="gradient" icon="shopping_cart" onPress={handleAddToCart} />
patient	patient-app/app/pharmacy/barcode-scanner.tsx	102	contract	 <Button label="مسح دواء آخر" variant="outline" icon="qr_code_scanner" onPress={() => { setScanning(true); setResult(null); }} />
patient	patient-app/app/pharmacy/barcode-scanner.tsx	109	contract	 <Button label="المسح مرة أخرى" variant="outline" icon="qr_code_scanner" onPress={() => { setScanning(true); setErrorMessage(null); }} />
patient	patient-app/app/pharmacy/broadcast-status.tsx	13	contract	import { apiFetch } from '../../src/utils/api';
patient	patient-app/app/pharmacy/broadcast-status.tsx	51	contract	 const data = await apiFetch(`/orders/bids/request/${requestId || 'default'}`);
patient	patient-app/app/pharmacy/broadcast-status.tsx	66	contract	 await apiFetch(`/orders/bids/${pharmacyId}/accept`, 'POST');
patient	patient-app/app/pharmacy/broadcast-status.tsx	71	contract	 router.replace({ pathname: '/pharmacy/order-tracking', params: { orderId: 'ORD001' } });
patient	patient-app/app/pharmacy/broadcast-status.tsx	192	contract	 onPress={() => handleAccept(ph.id)}
patient	patient-app/app/pharmacy/broadcast-status.tsx	207	contract	 onPress={() => setPhase('offers')}
patient	patient-app/app/pharmacy/broadcast-status.tsx	216	contract	 <TouchableOpacity onPress={() => router.back()} style={[styles.cancelBtn, { borderColor: colors.border } ]}>
patient	patient-app/app/pharmacy/cart.tsx	69	contract	 router.push('/pharmacy/checkout');
patient	patient-app/app/pharmacy/cart.tsx	79	contract	 <TouchableOpacity style={styles.browseBtn} onPress={() => router.back()}>
patient	patient-app/app/pharmacy/cart.tsx	91	contract	 <TouchableOpacity onPress={() => router.back()} style={[styles.iconBtn, { backgroundColor: colors.s } ]}>
patient	patient-app/app/pharmacy/cart.tsx	95	contract	 <TouchableOpacity onPress={() => { Alert.alert('تفريغ السلة', 'هل تريد إزالة كل الأصناف؟', [{ text: 'إلغاء' }, { text: 'تفريغ', onPress: c
patient	patient-app/app/pharmacy/cart.tsx	126	contract	 <TouchableOpacity style={[styles.qtyBtn, { backgroundColor: colors.bg, borderColor: colors.bd }]} onPress={() => updateQty(item.id, -1)}>
patient	patient-app/app/pharmacy/cart.tsx	130	contract	 <TouchableOpacity style={[styles.qtyBtn, { backgroundColor: '#23B5CE' }]} onPress={() => updateQty(item.id, 1)}>
patient	patient-app/app/pharmacy/cart.tsx	136	contract	 <TouchableOpacity onPress={() => removeItem(item.id)} style={styles.deleteBtn}>
patient	patient-app/app/pharmacy/cart.tsx	168	contract	 onPress={handleTakePrescriptionPhoto}
patient	patient-app/app/pharmacy/cart.tsx	175	contract	 onPress={handleUploadPrescription}
patient	patient-app/app/pharmacy/cart.tsx	182	contract	 onPress={() => router.push('/(tabs)/consultations')}
